web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image
"1613204934-2325","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' Stealth 15M A11SDK, FHD 144Hz, Procesor Intel® Core™ i7-1185G7 (12M Cache, up to 4.80 GHz, with IPU), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, No OS, Carbon Gray","6.398,99 RON","Stoc magazin suficient","7","https://www.pcgarage.ro/notebook-laptop/pagina7/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' Stealth 15M A11SDK, FHD 144Hz, Procesor Intel® Core™ i7-1185G7 (12M Cache, up to 4.80 GHz, with IPU), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, No OS, Carbon Gray","https://www.pcgarage.ro/notebook-laptop/msi/gaming-156-stealth-15m-a11sdk-fhd-144hz-procesor-intel-core-i7-1185g7-12m-cache-up-to-480-ghz-with-ipu-16gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-carbon-gray/","https://4.grgs.ro/images/products/1/5113/2138454/thumbnails/gaming-156-stealth-15m-a11sdk-fhd-144hz-procesor-intel-core-i7-1185g7-12m-cache-up-to-480-ghz-with-ipu-16gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-bada34e6ec1ee1f17811f3fa3e81ef84.jpg, https://5.grgs.ro/images/products/1/5113/2138454/normal/gaming-156-stealth-15m-a11sdk-fhd-144hz-procesor-intel-core-i7-1185g7-12m-cache-up-to-480-ghz-with-ipu-16gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-no-os-bada34e6ec1ee1f17811f3fa3e81ef84.jpg 2x"
"1613205197-4491","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Phantom Black","5.998,99 RON","Stoc magazin suficient","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Phantom Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-black/","https://1.grgs.ro/images/products/1/7960/2055698/thumbnails/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-blac-a73ee2f13f4847a934ded53ef7eacfab.jpg, https://1.grgs.ro/images/products/1/7960/2055698/normal/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-blac-a73ee2f13f4847a934ded53ef7eacfab.jpg 2x"
"1613205079-3883","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 15.6'' G5 5505, FHD 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 256GB SSD, Radeon RX 5600M 6GB, Win 10 Home, Supernova Silver, 3Yr CIS","5.667,60 RON","Nu este in stoc","19","https://www.pcgarage.ro/notebook-laptop/pagina19/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 15.6'' G5 5505, FHD 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 256GB SSD, Radeon RX 5600M 6GB, Win 10 Home, Supernova Silver, 3Yr CIS","https://www.pcgarage.ro/notebook-laptop/dell/gaming-156-g5-5505-fhd-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-radeon-rx-5600m-6gb-win-10-home-supernova-silver-3yr-cis/","https://1.grgs.ro/images/products/1/4525/2075018/thumbnails/gaming-156-g5-5505-fhd-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-radeon-rx-5600m-6gb-win-10-home-supernova-silver-3yr--54711489fee82b4c33de81efe13f35b5.jpg, https://2.grgs.ro/images/products/1/4525/2075018/normal/gaming-156-g5-5505-fhd-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-radeon-rx-5600m-6gb-win-10-home-supernova-silver-3yr--54711489fee82b4c33de81efe13f35b5.jpg 2x"
"1613205164-4406","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 14'' ROG Zephyrus G14 GA401IV, FHD 120Hz, Procesor AMD Ryzen™ 9 4900HS (8M Cache, up to 4.40 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Win 10 Home, Eclipse Gray","6.498,99 RON","Stoc magazin suficient","4","https://www.pcgarage.ro/notebook-laptop/pagina4/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 14'' ROG Zephyrus G14 GA401IV, FHD 120Hz, Procesor AMD Ryzen™ 9 4900HS (8M Cache, up to 4.40 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Win 10 Home, Eclipse Gray","https://www.pcgarage.ro/notebook-laptop/asus/gaming-14-rog-zephyrus-g14-ga401iv-fhd-120hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-440-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-win-10-home-eclipse-gray/","https://2.grgs.ro/images/products/1/2045418/2125222/thumbnails/gaming-14-rog-zephyrus-g14-ga401iv-qhd-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-440-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-win-10-home-eclipse-g-cdc70ca1ee76c830aef6b4b096a438f2.jpg, https://5.grgs.ro/images/products/1/2045418/2125222/normal/gaming-14-rog-zephyrus-g14-ga401iv-qhd-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-440-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-win-10-home-eclipse-g-cdc70ca1ee76c830aef6b4b096a438f2.jpg 2x"
"1613205197-4487","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15IMH05, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Chameleon Blue","3.998,99 RON","Stoc magazin suficient","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15IMH05, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Chameleon Blue","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-ideapad-3-15imh05-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-chameleon-blue/","https://5.grgs.ro/images/products/1/7193/2057110/thumbnails/gaming-156-ideapad-3-15imh05-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-chameleon-b-d2360b326e3d398fe62ffcd9b50de9d6.jpg, https://4.grgs.ro/images/products/1/7193/2057110/normal/gaming-156-ideapad-3-15imh05-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-chameleon-b-d2360b326e3d398fe62ffcd9b50de9d6.jpg 2x"
"1613204934-2324","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5P 15ARH05H, FHD IPS 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 2x 512GB SSD, GeForce RTX 2060 6GB, Free DOS, Iron Grey","6.298,99 RON","Stoc magazin suficient","7","https://www.pcgarage.ro/notebook-laptop/pagina7/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5P 15ARH05H, FHD IPS 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 2x 512GB SSD, GeForce RTX 2060 6GB, Free DOS, Iron Grey","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5p-15arh05h-fhd-ips-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-2x-512gb-ssd-geforce-rtx-2060-6gb-free-dos-iron-grey/","https://5.grgs.ro/images/products/1/5113/2139502/thumbnails/gaming-156-legion-5p-15arh05h-fhd-ips-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-2x-512gb-ssd-geforce-rtx-2060-6gb-free-dos-iron-782a64b538868870beb225e548bcfbf9.jpg, https://3.grgs.ro/images/products/1/5113/2139502/normal/gaming-156-legion-5p-15arh05h-fhd-ips-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-2x-512gb-ssd-geforce-rtx-2060-6gb-free-dos-iron-782a64b538868870beb225e548bcfbf9.jpg 2x"
"1613205197-4485","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 6-core i7 2.6GHz, 16GB DDR4, 512GB SSD, Radeon Pro 5300M 4GB, Mac OS Catalina, Space Grey, INT keyboard","11.998,99 RON","Stoc magazin limitat","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 6-core i7 2.6GHz, 16GB DDR4, 512GB SSD, Radeon Pro 5300M 4GB, Mac OS Catalina, Space Grey, INT keyboard","https://www.pcgarage.ro/notebook-laptop/apple/16-macbook-pro-16-retina-with-touch-bar-coffee-lake-6-core-i7-26ghz-16gb-ddr4-512gb-ssd-radeon-pro-5300m-4gb-mac-os-catalina-space-grey-int-keyboard/","https://5.grgs.ro/images/products/1/8486/1972866/thumbnails/mwl_i7_9-8ee256a90525d188489404b259a1720e.jpg, https://1.grgs.ro/images/products/1/8486/1972866/normal/mwl_i7_9-8ee256a90525d188489404b259a1720e.jpg 2x"
"1613205115-4135","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF FX505DT, FHD, Procesor AMD Ryzen™ 7 3750H (4M Cache, up to 4.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","3.698,99 RON","Stoc magazin suficient","«","https://www.pcgarage.ro/notebook-laptop/pagina1/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF FX505DT, FHD, Procesor AMD Ryzen™ 7 3750H (4M Cache, up to 4.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-tuf-fx505dt-fhd-procesor-amd-ryzen-7-3750h-4m-cache-up-to-400-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black/","https://2.grgs.ro/images/products/1/1977958/2044234/thumbnails/gaming-156-tuf-fx505dt-fhd-120hz-procesor-amd-ryzen-7-3750h-4m-cache-up-to-400-ghz-8gb-ddr4-1tb-plus-256gb-ssd-geforce-gtx-1650-4gb-no-os-black-8b57f4c153a75f9f318a2cdf51b7bd84.jpg, https://1.grgs.ro/images/products/1/1977958/2044234/normal/gaming-156-tuf-fx505dt-fhd-120hz-procesor-amd-ryzen-7-3750h-4m-cache-up-to-400-ghz-8gb-ddr4-1tb-plus-256gb-ssd-geforce-gtx-1650-4gb-no-os-black-8b57f4c153a75f9f318a2cdf51b7bd84.jpg 2x"
"1613205061-3638","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' OMEN 15-dc1050nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce RTX 2060 6GB, FreeDos, Shadow Black","8.017,08 RON","Nu este in stoc","20","https://www.pcgarage.ro/notebook-laptop/pagina20/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' OMEN 15-dc1050nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce RTX 2060 6GB, FreeDos, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-omen-15-dc1050nq-fhd-ips-144hz-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-rtx-2060-6gb-freedos-shadow-black/","https://2.grgs.ro/images/products/1/1953966/1963098/thumbnails/mwl_i7_9-66aff102b72a524b318e86c4e779690e.jpg, https://4.grgs.ro/images/products/1/1953966/1963098/normal/mwl_i7_9-66aff102b72a524b318e86c4e779690e.jpg 2x"
"1613204969-2682","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF FX505GT, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","4.045,51 RON","Nu este in stoc","9","https://www.pcgarage.ro/notebook-laptop/pagina9/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF FX505GT, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-tuf-fx505gt-fhd-144hz-procesor-intel-core-i7-9750h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black/","https://1.grgs.ro/images/products/1/7960/2054762/thumbnails/gaming-156-tuf-fx505gt-fhd-144hz-procesor-intel-core-i7-9750h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black-b7ffbc68e0895403632ca24963f0406f.jpg, https://4.grgs.ro/images/products/1/7960/2054762/normal/gaming-156-tuf-fx505gt-fhd-144hz-procesor-intel-core-i7-9750h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black-b7ffbc68e0895403632ca24963f0406f.jpg 2x"
"1613205097-4056","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Zephyrus S15 GX502LXS, FHD 300Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, No OS, Black","13.841,62 RON","Nu este in stoc","‹","https://www.pcgarage.ro/notebook-laptop/pagina22/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Zephyrus S15 GX502LXS, FHD 300Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-zephyrus-s15-gx502lxs-fhd-300hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-no-os-black/","https://5.grgs.ro/images/products/1/7193/2069614/thumbnails/gaming-156-rog-zephyrus-s15-gx502lxs-fhd-300hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-win--1a0b793d85d58b92d1fa8eb57d7c3a18.jpg, https://4.grgs.ro/images/products/1/7193/2069614/normal/gaming-156-rog-zephyrus-s15-gx502lxs-fhd-300hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-win--1a0b793d85d58b92d1fa8eb57d7c3a18.jpg 2x"
"1613204952-2479","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05H, FHD IPS, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Phantom Black","4.798,99 RON","Nu este in stoc","10","https://www.pcgarage.ro/notebook-laptop/pagina10/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05H, FHD IPS, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Phantom Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15arh05h-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-no-os-phantom-black/","https://4.grgs.ro/images/products/1/2045418/2107782/thumbnails/gaming-156-legion-5-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black-84b27d83a27ad433dd902dd5ee425e72.jpg, https://2.grgs.ro/images/products/1/2045418/2107782/normal/gaming-156-legion-5-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black-84b27d83a27ad433dd902dd5ee425e72.jpg 2x"
"1613205042-3482","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Acer Gaming 15.6'' Aspire 7 A715-75G, FHD, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Black","4.263,54 RON","Nu este in stoc","17","https://www.pcgarage.ro/notebook-laptop/pagina17/filtre/placa-video-placa-video-dedicata/","Laptop Acer Gaming 15.6'' Aspire 7 A715-75G, FHD, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/acer/gaming-156-aspire-7-a715-75g-fhd-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-black/","https://2.grgs.ro/images/products/1/7193/2058118/thumbnails/gaming-156-aspire-7-a715-75g-fhd-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-black-c5fdf13b21d0528bbb68d49d4ed72a2d.jpg, https://5.grgs.ro/images/products/1/7193/2058118/normal/gaming-156-aspire-7-a715-75g-fhd-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-black-c5fdf13b21d0528bbb68d49d4ed72a2d.jpg 2x"
"1613204826-981","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Acer Gaming 17.3'' Predator Helios 300 PH317-54, FHD IPS 120Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.0 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Win 10 Home, Black","8.999,00 RON","Nu este in stoc","21","https://www.pcgarage.ro/notebook-laptop/pagina21/filtre/placa-video-placa-video-dedicata/","Laptop Acer Gaming 17.3'' Predator Helios 300 PH317-54, FHD IPS 120Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.0 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Win 10 Home, Black","https://www.pcgarage.ro/notebook-laptop/acer/gaming-173-predator-helios-300-ph317-54-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-50-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-win-10-home-black/","https://4.grgs.ro/images/products/1/6622/2124534/thumbnails/gaming-173-predator-helios-300-ph317-54-fhd-ips-120hz-procesor-intel-core-i7-10750h-12m-cache-up-to-50-ghz-8gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-win-b34835a925bb33c0a9549bea7db8fc02.jpg, https://1.grgs.ro/images/products/1/6622/2124534/normal/gaming-173-predator-helios-300-ph317-54-fhd-ips-120hz-procesor-intel-core-i7-10750h-12m-cache-up-to-50-ghz-8gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-win-b34835a925bb33c0a9549bea7db8fc02.jpg 2x"
"1613205164-4410","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 8-core i9 2.3GHz, 16GB DDR4, 1TB SSD, Radeon Pro 5500M 4GB, Mac OS Catalina, Space Grey, INT keyboard","13.998,99 RON","Stoc magazin limitat","4","https://www.pcgarage.ro/notebook-laptop/pagina4/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 8-core i9 2.3GHz, 16GB DDR4, 1TB SSD, Radeon Pro 5500M 4GB, Mac OS Catalina, Space Grey, INT keyboard","https://www.pcgarage.ro/notebook-laptop/apple/16-macbook-pro-16-retina-with-touch-bar-coffee-lake-8-core-i9-23ghz-16gb-ddr4-1tb-ssd-radeon-pro-5500m-4gb-mac-os-catalina-space-grey-int-keyboard/","https://5.grgs.ro/images/products/1/8486/1972874/thumbnails/mwl_i9_9-43dddbff186cec01227319afea6662e8.jpg, https://5.grgs.ro/images/products/1/8486/1972874/normal/mwl_i9_9-43dddbff186cec01227319afea6662e8.jpg 2x"
"1613204988-2961","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-ec1014nq, FHD 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, Free DOS, Shadow Black","4.699,00 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-ec1014nq, FHD 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-ec1014nq-fhd-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-free-dos-shadow-black/","https://3.grgs.ro/images/products/1/7960/2108062/thumbnails/gaming-156-pavilion-15-ec1020nq-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-0ed221f48495267843794452ffaa5d2f.jpg, https://3.grgs.ro/images/products/1/7960/2108062/normal/gaming-156-pavilion-15-ec1020nq-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-0ed221f48495267843794452ffaa5d2f.jpg 2x"
"1613205061-3634","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Win 10 Home, Black, 3Yr CIS","7.791,52 RON","Nu este in stoc","20","https://www.pcgarage.ro/notebook-laptop/pagina20/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Win 10 Home, Black, 3Yr CIS","https://www.pcgarage.ro/notebook-laptop/dell/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-win-10-home-black-3yr-cis/","https://1.grgs.ro/images/products/1/4273/2136058/thumbnails/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-win-10-home-black-3yr-cis-127a2b4bc1abec5b7d30fe278facc997.jpg, https://1.grgs.ro/images/products/1/4273/2136058/normal/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-win-10-home-black-3yr-cis-127a2b4bc1abec5b7d30fe278facc997.jpg 2x"
"1613204899-1905","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix G15 G512LU, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Glacier Blue","6.999,00 RON","Nu este in stoc","11","https://www.pcgarage.ro/notebook-laptop/pagina11/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix G15 G512LU, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Glacier Blue","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-strix-g15-g512lu-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-glacier-blue/","https://2.grgs.ro/images/products/1/8441/2090390/thumbnails/gaming-156-rog-strix-g15-g512lu-fhd-240hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-g-0b1cd7140cd43cf13a4b0a084c71a540.jpg, https://4.grgs.ro/images/products/1/8441/2090390/normal/gaming-156-rog-strix-g15-g512lu-fhd-240hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-g-0b1cd7140cd43cf13a4b0a084c71a540.jpg 2x"
